char1,char2,score,char_set,sub
\,°,0.166666666666667,default,-2.0
\,é,0.182926829268293,default,-2.0
\,—,0.0416666666666667,default,-2.0
\,‘,0.189189189189189,default,-2.0
\,’,0.189189189189189,default,-2.0
\,“,0.137254901960784,default,-2.0
\,”,0.163265306122449,default,-2.0
\,™,0.134831460674157,default,-2.0
^,^,1.0,default,2.0
^,_,0.102564102564103,default,-2.0
^,`,0.212121212121212,default,-2.0
^,a,0.25,default,-2.0
^,b,0.183673469387755,default,-2.0
^,c,0.28125,default,-2.0
^,d,0.2,default,-2.0
^,e,0.285714285714286,default,-2.0
^,f,0.191780821917808,default,-2.0
^,g,0.180952380952381,default,-2.0
^,h,0.205882352941176,default,-2.0
^,i,0.17741935483871,default,-2.0
^,j,0.171428571428571,default,-2.0
^,k,0.258064516129032,default,-2.0
^,l,0.17910447761194,default,-2.0
^,m,0.17741935483871,default,-2.0
^,n,0.211764705882353,default,-2.0
^,o,0.25974025974026,default,-2.0
^,p,0.173076923076923,default,-2.0
^,q,0.188118811881188,default,-2.0
^,r,0.253968253968254,default,-2.0
^,s,0.235294117647059,default,-2.0
^,t,0.217391304347826,default,-2.0
^,u,0.186813186813187,default,-2.0
^,v,0.253521126760563,default,-2.0
^,w,0.287128712871287,default,-2.0
^,x,0.298701298701299,default,-2.0
^,y,0.209302325581395,default,-2.0
^,z,0.285714285714286,default,-2.0
^,~,0.3,default,-2.0
^,°,0.325581395348837,default,-2.0
^,é,0.306666666666667,default,-2.0
^,—,0.08,default,-2.0
^,‘,0.216216216216216,default,-2.0
^,’,0.216216216216216,default,-2.0
^,“,0.282608695652174,default,-2.0
^,”,0.318181818181818,default,-2.0
^,™,0.214285714285714,default,-2.0
_,_,1.0,default,2.0
_,`,0.1875,default,-2.0
_,a,0.112676056338028,default,-2.0
_,b,0.104651162790698,default,-2.0
_,c,0.109090909090909,default,-2.0
_,d,0.0941176470588235,default,-2.0
_,e,0.189655172413793,default,-2.0
_,f,0.137931034482759,default,-2.0
_,g,0.0842105263157895,default,-2.0
_,h,0.0851063829787234,default,-2.0
_,i,0.130434782608696,default,-2.0
_,j,0.0701754385964912,default,-2.0
_,k,0.0786516853932584,default,-2.0
_,l,0.137254901960784,default,-2.0
_,m,0.0683760683760684,default,-2.0
_,n,0.108108108108108,default,-2.0
_,o,0.0857142857142857,default,-2.0
_,p,0.0978260869565217,default,-2.0
_,q,0.0879120879120879,default,-2.0
_,r,0.137254901960784,default,-2.0
_,s,0.105263157894737,default,-2.0
_,t,0.145454545454545,default,-2.0
_,u,0.115384615384615,default,-2.0
_,v,0.133333333333333,default,-2.0
_,w,0.0686274509803922,default,-2.0
_,x,0.144927536231884,default,-2.0
_,y,0.106666666666667,default,-2.0
_,z,0.169491525423729,default,-2.0
_,~,0.24,default,-2.0
_,°,0.125,default,-2.0
_,é,0.166666666666667,default,-2.0
_,—,0.458333333333333,default,-1.0
_,‘,0.2,default,-2.0
_,’,0.2,default,-2.0
_,“,0.225806451612903,default,-2.0
_,”,0.233333333333333,default,-2.0
_,™,0.140845070422535,default,-2.0
`,`,1.0,default,2.0
`,a,0.117647058823529,default,-2.0
`,b,0.0952380952380952,default,-2.0
`,c,0.16,default,-2.0
`,d,0.0975609756097561,default,-2.0
`,e,0.11864406779661,default,-2.0
`,f,0.125,default,-2.0
`,g,0.0869565217391304,default,-2.0
`,h,0.0879120879120879,default,-2.0
`,i,0.195121951219512,default,-2.0
`,j,0.16,default,-2.0
`,k,0.0941176470588235,default,-2.0
`,l,0.170212765957447,default,-2.0
`,m,0.0701754385964912,default,-2.0
`,n,0.112676056338028,default,-2.0
`,o,0.123076923076923,default,-2.0
`,p,0.0888888888888889,default,-2.0
`,q,0.0909090909090909,default,-2.0
`,r,0.170212765957447,default,-2.0
`,s,0.153846153846154,default,-2.0
`,t,0.153846153846154,default,-2.0
`,u,0.105263157894737,default,-2.0
`,v,0.140350877192982,default,-2.0
`,w,0.0816326530612245,default,-2.0
`,x,0.117647058823529,default,-2.0
`,y,0.111111111111111,default,-2.0
`,z,0.11864406779661,default,-2.0
`,~,0.333333333333333,default,-2.0
`,°,0.269230769230769,default,-2.0
`,é,0.104477611940299,default,-2.0
`,—,0.115384615384615,default,-2.0
`,‘,0.4,default,-1.0
`,’,0.4,default,-1.0
`,“,0.25,default,-2.0
`,”,0.259259259259259,default,-2.0
`,™,0.114285714285714,default,-2.0
a,a,1.0,default,2.0
a,b,0.475728155339806,default,-1.0
a,c,0.439024390243902,default,-1.0
a,d,0.5,default,0.0
a,e,0.536585365853659,default,0.0
a,f,0.308510638297872,default,-2.0
a,g,0.34453781512605,default,-2.0
a,h,0.485981308411215,default,-1.0
a,i,0.345679012345679,default,-2.0
a,j,0.282608695652174,default,-2.0
a,k,0.353982300884956,default,-2.0
a,l,0.306818181818182,default,-2.0
a,m,0.433070866141732,default,-1.0
a,n,0.544444444444444,default,0.0
a,o,0.564705882352941,default,0.0
a,p,0.44954128440367,default,-1.0
a,q,0.444444444444444,default,-1.0
a,r,0.337209302325581,default,-2.0
a,s,0.428571428571429,default,-1.0
a,t,0.363636363636364,default,-2.0
a,u,0.531914893617021,default,0.0
a,v,0.315789473684211,default,-2.0
a,w,0.296875,default,-2.0
a,x,0.333333333333333,default,-2.0
a,y,0.261261261261261,default,-2.0
a,z,0.354838709677419,default,-2.0
a,~,0.173333333333333,default,-2.0
a,°,0.223684210526316,default,-2.0
a,é,0.488888888888889,default,-1.0
a,—,0.0963855421686747,default,-2.0
a,‘,0.173913043478261,default,-2.0
a,’,0.157142857142857,default,-2.0
a,“,0.233766233766234,default,-2.0
a,”,0.236842105263158,default,-2.0
a,™,0.289719626168224,default,-2.0
b,b,1.0,default,2.0
b,c,0.425531914893617,default,-1.0
b,d,0.456140350877193,default,-1.0
b,e,0.448979591836735,default,-1.0
b,f,0.404040404040404,default,-1.0
b,g,0.375,default,-2.0
b,h,0.767676767676768,default,1.0
b,i,0.404494382022472,default,-1.0
b,j,0.425531914893617,default,-1.0
b,k,0.495575221238938,default,-1.0
b,l,0.523255813953488,default,0.0
b,m,0.466666666666667,default,-1.0
b,n,0.631578947368421,default,0.0
b,o,0.619565217391304,default,0.0
b,p,0.611111111111111,default,0.0
b,q,0.433333333333333,default,-1.0
b,r,0.423913043478261,default,-1.0
b,s,0.36,default,-2.0
b,t,0.373737373737374,default,-2.0
b,u,0.538461538461538,default,0.0
b,v,0.281818181818182,default,-2.0
b,w,0.272727272727273,default,-2.0
b,x,0.277310924369748,default,-2.0
b,y,0.238095238095238,default,-2.0
b,z,0.290909090909091,default,-2.0
b,~,0.181818181818182,default,-2.0
b,°,0.135416666666667,default,-2.0
b,é,0.415094339622642,default,-1.0
b,—,0.0909090909090909,default,-2.0
b,‘,0.114942528735632,default,-2.0
b,’,0.127906976744186,default,-2.0
b,“,0.168421052631579,default,-2.0
b,”,0.157894736842105,default,-2.0
b,™,0.241935483870968,default,-2.0
c,c,1.0,default,2.0
c,d,0.466666666666667,default,-1.0
c,e,0.741935483870968,default,1.0
c,f,0.381578947368421,default,-2.0
c,g,0.339622641509434,default,-2.0
c,h,0.368932038834951,default,-2.0
c,i,0.338235294117647,default,-2.0
c,j,0.25,default,-2.0
c,k,0.323529411764706,default,-2.0
c,l,0.310810810810811,default,-2.0
c,m,0.32258064516129,default,-2.0
c,n,0.406976744186047,default,-1.0
c,o,0.666666666666667,default,0.0
c,p,0.4,default,-1.0
c,q,0.4375,default,-1.0
c,r,0.492307692307692,default,-1.0
c,s,0.436619718309859,default,-1.0
c,t,0.457142857142857,default,-1.0
c,u,0.384615384615385,default,-2.0
c,v,0.371794871794872,default,-2.0
c,w,0.254237288135593,default,-2.0
c,x,0.282608695652174,default,-2.0
c,y,0.311827956989247,default,-2.0
c,z,0.333333333333333,default,-2.0
c,~,0.166666666666667,default,-2.0
c,°,0.25,default,-2.0
c,é,0.657142857142857,default,0.0
c,—,0.0909090909090909,default,-2.0
c,‘,0.235294117647059,default,-2.0
c,’,0.211538461538462,default,-2.0
c,“,0.222222222222222,default,-2.0
c,”,0.225806451612903,default,-2.0
c,™,0.263157894736842,default,-2.0
d,d,1.0,default,2.0
d,e,0.458333333333333,default,-1.0
d,f,0.356435643564356,default,-2.0
d,g,0.318181818181818,default,-2.0
d,h,0.466101694915254,default,-1.0
d,i,0.413793103448276,default,-1.0
d,j,0.404255319148936,default,-1.0
d,k,0.346774193548387,default,-2.0
d,l,0.5,default,0.0
d,m,0.390070921985816,default,-2.0
d,n,0.561224489795918,default,0.0
d,o,0.670454545454545,default,0.0
d,p,0.433333333333333,default,-1.0
d,q,0.634615384615385,default,0.0
d,r,0.303030303030303,default,-2.0
d,s,0.300970873786408,default,-2.0
d,t,0.395833333333333,default,-2.0
d,u,0.58,default,0.0
d,v,0.275229357798165,default,-2.0
d,w,0.294964028776978,default,-2.0
d,x,0.25,default,-2.0
d,y,0.222222222222222,default,-2.0
d,z,0.261261261261261,default,-2.0
d,~,0.133333333333333,default,-2.0
d,°,0.16304347826087,default,-2.0
d,é,0.450980392156863,default,-1.0
d,—,0.0824742268041237,default,-2.0
d,‘,0.144578313253012,default,-2.0
d,’,0.130952380952381,default,-2.0
d,“,0.147368421052632,default,-2.0
d,”,0.148936170212766,default,-2.0
d,™,0.235772357723577,default,-2.0
e,e,1.0,default,2.0
e,f,0.395061728395062,default,-2.0
e,g,0.339285714285714,default,-2.0
e,h,0.419047619047619,default,-1.0
e,i,0.302631578947368,default,-2.0
e,j,0.227272727272727,default,-2.0
e,k,0.3,default,-2.0
e,l,0.280487804878049,default,-2.0
e,m,0.333333333333333,default,-2.0
e,n,0.433333333333333,default,-1.0
e,o,0.662162162162162,default,0.0
e,p,0.423076923076923,default,-1.0
e,q,0.431372549019608,default,-1.0
e,r,0.418918918918919,default,-1.0
e,s,0.428571428571429,default,-1.0
e,t,0.428571428571429,default,-1.0
e,u,0.440860215053763,default,-1.0
e,v,0.369047619047619,default,-2.0
e,w,0.289256198347107,default,-2.0
e,x,0.272727272727273,default,-2.0
e,y,0.3,default,-2.0
e,z,0.318181818181818,default,-2.0
e,~,0.181818181818182,default,-2.0
e,°,0.276923076923077,default,-2.0
e,é,0.878787878787879,default,1.0
e,—,0.154929577464789,default,-2.0
e,‘,0.203389830508475,default,-2.0
e,’,0.183333333333333,default,-2.0
e,“,0.25,default,-2.0
e,”,0.253731343283582,default,-2.0
e,™,0.28,default,-2.0
f,f,1.0,default,2.0
f,g,0.3125,default,-2.0
f,h,0.403846153846154,default,-1.0
f,i,0.627118644067797,default,0.0
f,j,0.47887323943662,default,-1.0
f,k,0.4,default,-1.0
f,l,0.619047619047619,default,0.0
f,m,0.270676691729323,default,-2.0
f,n,0.4,default,-1.0
f,o,0.304347826086957,default,-2.0
f,p,0.42156862745098,default,-1.0
f,q,0.388349514563107,default,-2.0
f,r,0.569230769230769,default,0.0
f,s,0.320987654320988,default,-2.0
f,t,0.597014925373134,default,0.0
f,u,0.350515463917526,default,-2.0
f,v,0.244444444444444,default,-2.0
f,w,0.186046511627907,default,-2.0
f,x,0.268041237113402,default,-2.0
f,y,0.309278350515464,default,-2.0
f,z,0.269662921348315,default,-2.0
f,~,0.153846153846154,default,-2.0
f,°,0.290322580645161,default,-2.0
f,é,0.359550561797753,default,-2.0
f,—,0.112676056338028,default,-2.0
f,‘,0.214285714285714,default,-2.0
f,’,0.192982456140351,default,-2.0
f,“,0.223880597014925,default,-2.0
f,”,0.246153846153846,default,-2.0
f,™,0.213592233009709,default,-2.0
g,g,1.0,default,2.0
g,h,0.355555555555556,default,-2.0
g,i,0.254716981132075,default,-2.0
g,j,0.234782608695652,default,-2.0
g,k,0.361538461538462,default,-2.0
g,l,0.275229357798165,default,-2.0
g,m,0.240963855421687,default,-2.0
g,n,0.2734375,default,-2.0
g,o,0.286885245901639,default,-2.0
g,p,0.348148148148148,default,-2.0
g,q,0.353383458646617,default,-2.0
g,r,0.275229357798165,default,-2.0
g,s,0.333333333333333,default,-2.0
g,t,0.274336283185841,default,-2.0
g,u,0.302325581395349,default,-2.0
g,v,0.307017543859649,default,-2.0
g,w,0.217948717948718,default,-2.0
g,x,0.311475409836066,default,-2.0
g,y,0.291338582677165,default,-2.0
g,z,0.304347826086957,default,-2.0
g,~,0.131313131313131,default,-2.0
g,°,0.193877551020408,default,-2.0
g,é,0.316666666666667,default,-2.0
g,—,0.0747663551401869,default,-2.0
g,‘,0.105263157894737,default,-2.0
g,’,0.117021276595745,default,-2.0
g,“,0.19,default,-2.0
g,”,0.18,default,-2.0
g,™,0.227272727272727,default,-2.0
h,h,1.0,default,2.0
h,i,0.404255319148936,default,-1.0
h,j,0.396039603960396,default,-2.0
h,k,0.557522123893805,default,0.0
h,l,0.516483516483517,default,0.0
h,m,0.576923076923077,default,0.0
h,n,0.670103092783505,default,0.0
h,o,0.514563106796116,default,0.0
h,p,0.483606557377049,default,-1.0
h,q,0.420634920634921,default,-1.0
h,r,0.393939393939394,default,-2.0
h,s,0.3,default,-2.0
h,t,0.336448598130841,default,-2.0
h,u,0.653465346534653,default,0.0
h,v,0.264957264957265,default,-2.0
h,w,0.303448275862069,default,-2.0
h,x,0.325,default,-2.0
h,y,0.216417910447761,default,-2.0
h,z,0.28448275862069,default,-2.0
h,~,0.121212121212121,default,-2.0
h,°,0.148514851485149,default,-2.0
h,é,0.389380530973451,default,-2.0
h,—,0.116504854368932,default,-2.0
h,‘,0.118279569892473,default,-2.0
h,’,0.118279569892473,default,-2.0
h,“,0.156862745098039,default,-2.0
h,”,0.158415841584158,default,-2.0
h,™,0.248062015503876,default,-2.0
i,i,1.0,default,2.0
i,j,0.625,default,0.0
i,k,0.431818181818182,default,-1.0
i,l,0.76,default,1.0
i,m,0.291666666666667,default,-2.0
i,n,0.454545454545455,default,-1.0
i,o,0.292682926829268,default,-2.0
i,p,0.408602150537634,default,-1.0
i,q,0.417582417582418,default,-1.0
i,r,0.660377358490566,default,0.0
i,s,0.291666666666667,default,-2.0
i,t,0.55,default,0.0
i,u,0.376470588235294,default,-2.0
i,v,0.289473684210526,default,-2.0
i,w,0.208695652173913,default,-2.0
i,x,0.267441860465116,default,-2.0
i,y,0.269662921348315,default,-2.0
i,z,0.253164556962025,default,-2.0
i,~,0.150943396226415,default,-2.0
i,°,0.2,default,-2.0
i,é,0.273809523809524,default,-2.0
i,—,0.105263157894737,default,-2.0
i,‘,0.255813953488372,default,-2.0
i,’,0.227272727272727,default,-2.0
i,“,0.192982456140351,default,-2.0
i,”,0.218181818181818,default,-2.0
i,™,0.193548387096774,default,-2.0
j,j,1.0,default,2.0
j,k,0.421052631578947,default,-1.0
j,l,0.701754385964912,default,1.0
j,m,0.214814814814815,default,-2.0
j,n,0.315217391304348,default,-2.0
j,o,0.263736263736264,default,-2.0
j,p,0.4,default,-1.0
j,q,0.408163265306122,default,-1.0
j,r,0.426470588235294,default,-1.0
j,s,0.214285714285714,default,-2.0
j,t,0.436619718309859,default,-1.0
j,u,0.298969072164948,default,-2.0
j,v,0.215909090909091,default,-2.0
j,w,0.165354330708661,default,-2.0
j,x,0.204081632653061,default,-2.0
j,y,0.257731958762887,default,-2.0
j,z,0.186813186813187,default,-2.0
j,~,0.111111111111111,default,-2.0
j,°,0.171875,default,-2.0
j,é,0.208333333333333,default,-2.0
j,—,0.0588235294117647,default,-2.0
j,‘,0.166666666666667,default,-2.0
j,’,0.188679245283019,default,-2.0
j,“,0.132352941176471,default,-2.0
j,”,0.1875,default,-2.0
j,™,0.176470588235294,default,-2.0
k,k,1.0,default,2.0
k,l,0.552941176470588,default,0.0
k,m,0.317880794701987,default,-2.0
k,n,0.405405405405405,default,-1.0
k,o,0.282051282051282,default,-2.0
k,p,0.411290322580645,default,-1.0
k,q,0.362204724409449,default,-2.0
k,r,0.404255319148936,default,-1.0
k,s,0.343137254901961,default,-2.0
k,t,0.330097087378641,default,-2.0
k,u,0.387931034482759,default,-2.0
k,v,0.302752293577982,default,-2.0
k,w,0.236486486486486,default,-2.0
k,x,0.514851485148515,default,0.0
k,y,0.297520661157025,default,-2.0
k,z,0.388349514563107,default,-2.0
k,~,0.153846153846154,default,-2.0
k,°,0.235955056179775,default,-2.0
k,é,0.279661016949153,default,-2.0
k,—,0.101010101010101,default,-2.0
k,‘,0.13953488372093,default,-2.0
k,’,0.126436781609195,default,-2.0
k,“,0.230769230769231,default,-2.0
k,”,0.21978021978022,default,-2.0
k,™,0.220472440944882,default,-2.0
l,l,1.0,default,2.0
l,m,0.248062015503876,default,-2.0
l,n,0.372093023255814,default,-2.0
l,o,0.258426966292135,default,-2.0
l,p,0.473118279569892,default,-1.0
l,q,0.51685393258427,default,0.0
l,r,0.516129032258065,default,0.0
l,s,0.2375,default,-2.0
l,t,0.523076923076923,default,0.0
l,u,0.33695652173913,default,-2.0
l,v,0.238095238095238,default,-2.0
l,w,0.178861788617886,default,-2.0
l,x,0.223404255319149,default,-2.0
l,y,0.265957446808511,default,-2.0
l,z,0.206896551724138,default,-2.0
l,~,0.135593220338983,default,-2.0
l,°,0.2,default,-2.0
l,é,0.255555555555556,default,-2.0
l,—,0.109375,default,-2.0
l,‘,0.224489795918367,default,-2.0
l,’,0.2,default,-2.0
l,“,0.174603174603175,default,-2.0
l,”,0.19672131147541,default,-2.0
l,™,0.181818181818182,default,-2.0
m,m,1.0,default,2.0
m,n,0.608695652173913,default,0.0
m,o,0.420634920634921,default,-1.0
m,p,0.457142857142857,default,-1.0
m,q,0.374149659863946,default,-2.0
m,r,0.364406779661017,default,-2.0
m,s,0.24812030075188,default,-2.0
m,t,0.307086614173228,default,-2.0
m,u,0.583333333333333,default,0.0
m,v,0.248175182481752,default,-2.0
m,w,0.341772151898734,default,-2.0
m,x,0.28169014084507,default,-2.0
m,y,0.2,default,-2.0
m,z,0.228571428571429,default,-2.0
m,~,0.107438016528926,default,-2.0
m,°,0.120967741935484,default,-2.0
m,é,0.313868613138686,default,-2.0
m,—,0.121951219512195,default,-2.0
m,‘,0.0948275862068965,default,-2.0
m,’,0.104347826086957,default,-2.0
m,“,0.128,default,-2.0
m,”,0.138211382113821,default,-2.0
m,™,0.295774647887324,default,-2.0
n,n,1.0,default,2.0
n,o,0.6,default,0.0
n,p,0.61,default,0.0
n,q,0.485981308411215,default,-1.0
n,r,0.573333333333333,default,0.0
n,s,0.294736842105263,default,-2.0
n,t,0.351648351648352,default,-2.0
n,u,0.709302325581395,default,1.0
n,v,0.292929292929293,default,-2.0
n,w,0.352,default,-2.0
n,x,0.336538461538462,default,-2.0
n,y,0.232758620689655,default,-2.0
n,z,0.303030303030303,default,-2.0
n,~,0.1375,default,-2.0
n,°,0.142857142857143,default,-2.0
n,é,0.397959183673469,default,-2.0
n,—,0.117647058823529,default,-2.0
n,‘,0.150684931506849,default,-2.0
n,’,0.166666666666667,default,-2.0
n,“,0.166666666666667,default,-2.0
n,”,0.197530864197531,default,-2.0
n,™,0.293577981651376,default,-2.0
o,o,1.0,default,2.0
o,p,0.581632653061224,default,0.0
o,q,0.627659574468085,default,0.0
o,r,0.382716049382716,default,-2.0
o,s,0.409638554216867,default,-1.0
o,t,0.36046511627907,default,-2.0
o,u,0.584269662921348,default,0.0
o,v,0.340659340659341,default,-2.0
o,w,0.314516129032258,default,-2.0
o,x,0.231481481481481,default,-2.0
o,y,0.280373831775701,default,-2.0
o,z,0.268041237113402,default,-2.0
o,~,0.164383561643836,default,-2.0
o,°,0.184210526315789,default,-2.0
o,é,0.597560975609756,default,0.0
o,—,0.0731707317073171,default,-2.0
o,‘,0.181818181818182,default,-2.0
o,’,0.164179104477612,default,-2.0
o,“,0.179487179487179,default,-2.0
o,”,0.181818181818182,default,-2.0
o,™,0.285714285714286,default,-2.0
p,p,1.0,default,2.0
p,q,0.412698412698413,default,-1.0
p,r,0.412371134020619,default,-1.0
p,s,0.339622641509434,default,-2.0
p,t,0.327102803738318,default,-2.0
p,u,0.566037735849057,default,0.0
p,v,0.278260869565217,default,-2.0
p,w,0.296551724137931,default,-2.0
p,x,0.274193548387097,default,-2.0
p,y,0.306451612903226,default,-2.0
p,z,0.275862068965517,default,-2.0
p,~,0.134020618556701,default,-2.0
p,°,0.138613861386139,default,-2.0
p,é,0.392857142857143,default,-2.0
p,—,0.0857142857142857,default,-2.0
p,‘,0.119565217391304,default,-2.0
p,’,0.131868131868132,default,-2.0
p,“,0.17,default,-2.0
p,”,0.16,default,-2.0
p,™,0.25,default,-2.0
q,q,1.0,default,2.0
q,r,0.310679611650485,default,-2.0
q,s,0.284403669724771,default,-2.0
q,t,0.333333333333333,default,-2.0
q,u,0.518518518518518,default,0.0
q,v,0.271929824561404,default,-2.0
q,w,0.256756756756757,default,-2.0
q,x,0.238095238095238,default,-2.0
q,y,0.221374045801527,default,-2.0
q,z,0.247863247863248,default,-2.0
q,~,0.148936170212766,default,-2.0
q,°,0.141414141414141,default,-2.0
q,é,0.4,default,-1.0
q,—,0.0776699029126214,default,-2.0
q,‘,0.134831460674157,default,-2.0
q,’,0.122222222222222,default,-2.0
q,“,0.15,default,-2.0
q,”,0.151515151515152,default,-2.0
q,™,0.215384615384615,default,-2.0
r,r,1.0,default,2.0
r,s,0.356164383561644,default,-2.0
r,t,0.5,default,0.0
r,u,0.413793103448276,default,-1.0
r,v,0.368421052631579,default,-2.0
r,w,0.239316239316239,default,-2.0
r,x,0.369047619047619,default,-2.0
r,y,0.279569892473118,default,-2.0
r,z,0.346153846153846,default,-2.0
r,~,0.196428571428571,default,-2.0
r,°,0.220338983050847,default,-2.0
r,é,0.378048780487805,default,-2.0
r,—,0.111111111111111,default,-2.0
